,Name,Type,Constellation,Rise,Set,Duration,Magnitude
2063,NGC0984,G,Ari,1,6,5.22,13.57
4457,NGC7649,G,Peg,0,5,6.26,13.57
349,IC0853,G,UMa,22,23,1.04,13.57
3225,NGC5909,G,UMi,22,6,9.39,13.58
2135,NGC1080,G,Cet,4,6,2.09,13.58
4595,NGC7819,G,Peg,23,6,8.35,13.6
3945,NGC6922,G,Aql,23,1,3.13,13.6
1554,NGC0237,G,Cet,1,5,4.17,13.6
2167,NGC1129,G,Per,0,3,3.13,13.6
4291,NGC7468,G,Peg,23,5,7.3,13.61
3712,NGC6560,G,Her,0,3,4.17,13.61
890,IC1774,G,Ari,1,6,5.22,13.61
4509,NGC7714,G,Psc,0,4,4.17,13.61
837,IC1696,G,Cet,2,5,3.13,13.61
2256,NGC1283,G,Per,0,4,4.17,13.61
2500,NGC2379,G,Gem,5,6,1.04,13.62
3385,NGC6104,G,CrB,22,0,3.13,13.62
3403,NGC6126,G,CrB,22,0,3.13,13.62
3499,NGC6246,G,Dra,23,2,4.17,13.63
3292,NGC6013,G,Her,22,0,3.13,13.63
3851,NGC6764,G,Cyg,0,4,4.17,13.63
3339,NGC6061,G,Her,22,0,2.09,13.64
527,IC1236,G,Her,22,0,2.09,13.64
2936,NGC5262,G,UMi,22,6,9.39,13.65
555,IC1262,G,Her,0,2,3.13,13.65
4607,NGC7836,G,And,23,6,8.35,13.65
3145,NGC5727,G,Boo,22,23,1.04,13.65
4166,NGC7317,G,Peg,22,6,9.39,13.66
2693,NGC3225,G,UMa,22,6,9.39,13.66
1872,NGC0710,G,And,0,6,7.3,13.67
4044,NGC7077,G,Aqr,23,2,4.17,13.67
4394,NGC7580,G,Peg,23,5,7.3,13.67
2699,NGC3284,G,UMa,22,6,9.39,13.67
2925,NGC5214,G,CVn,22,23,1.04,13.67
1508,NGC0169A,G,And,0,6,7.3,13.68
3958,NGC6944,G,Del,22,2,5.22,13.68
3977,NGC6965,G,Aqr,22,1,4.17,13.68
3428,NGC6158,G,Her,22,0,3.13,13.69
2127,NGC1067,G,Tri,0,6,6.26,13.69
3089,NGC5624,G,Boo,22,0,3.13,13.69
2354,NGC1590,G,Tau,4,6,2.09,13.69
1716,NGC0496,G,Psc,0,6,7.3,13.7
3340,NGC6062,G,Her,22,0,2.09,13.7
3046,NGC5515,G,Boo,22,23,1.04,13.7
506,IC1215,G,Dra,22,5,8.35,13.7
4346,NGC7535,G,Peg,23,5,7.3,13.7
1977,NGC0863,G,Cet,3,6,3.13,13.71
3950,NGC6929,G,Aql,23,1,3.13,13.71
401,IC1065,G,Dra,22,2,5.22,13.71
1763,NGC0548,G,Cet,2,6,4.17,13.71
1449,NGC0078A,G,Psc,1,5,4.17,13.72
645,IC1401,G,Aqr,23,2,4.17,13.72
532,IC1241,G,Dra,23,4,6.26,13.72
2296,NGC1418,G,Eri,5,6,1.04,13.73
597,IC1317,G,Aql,22,1,4.17,13.73
1473,NGC0109,G,And,0,6,7.3,13.74
1354,IC5338,G,Peg,23,6,8.35,13.74
338,IC0691,G,UMa,22,6,9.39,13.74
3388,NGC6107,G,CrB,22,0,3.13,13.76
4409,NGC7594,G,Peg,0,5,6.26,13.76
2315,NGC1474,G,Tau,3,6,3.13,13.76
2594,NGC2656,G,UMa,4,6,2.09,13.76
2634,NGC2814,G,UMa,22,6,9.39,13.77
1460,NGC0090,G,And,0,6,7.3,13.77
1857,NGC0694,G,Ari,0,6,6.26,13.77
2586,NGC2636,G,Cam,22,6,9.39,13.77
1467,NGC0099,G,Psc,0,6,7.3,13.78
3256,NGC5961,G,CrB,22,0,2.09,13.78
28,IC0049,G,Cet,1,5,4.17,13.78
3033,NGC5477,G,UMa,22,0,3.13,13.78
1820,NGC0638,G,Psc,1,6,5.22,13.79
2299,NGC1424,G,Eri,5,6,1.04,13.8
2094,NGC1023A,G,Per,0,3,3.13,13.8
1054,IC2209,G,Cam,3,6,3.13,13.8
2204,NGC1194,G,Cet,4,6,2.09,13.8
3863,NGC6786,G,Dra,22,6,9.39,13.8
2233,NGC1253A,G,Eri,4,6,2.09,13.8
2946,NGC5296,G,CVn,22,23,1.04,13.81
2757,NGC3752,G,Dra,22,6,9.39,13.81
1268,IC5104,G,Peg,22,4,7.3,13.82
4549,NGC7770,G,Peg,0,6,7.3,13.82
1647,NGC0394,G,Psc,0,6,7.3,13.83
475,IC1185,G,Her,22,23,1.04,13.84
1833,NGC0662,G,And,0,6,7.3,13.84
2467,NGC2294,G,Gem,4,6,2.09,13.84
3336,NGC6057,G,Her,22,23,1.04,13.84
2863,NGC4644,G,UMa,22,23,1.04,13.84
2929,NGC5229,G,CVn,22,23,1.04,13.85
3542,NGC6306,G,Dra,23,3,5.22,13.86
982,IC1900,G,Per,1,4,3.13,13.86
4432,NGC7617,G,Psc,0,5,6.26,13.88
1877,NGC0717,G,And,0,6,7.3,13.89
3363,NGC6084,G,Her,22,0,2.09,13.89
3335,NGC6056,G,Her,22,23,1.04,13.89
2334,NGC1542,G,Tau,4,6,2.09,13.89
132,IC0184,G,Cet,4,5,1.04,13.89
4523,NGC7732,G,Psc,0,4,4.17,13.89
3695,NGC6521,G,Dra,0,4,5.22,13.9
3920,NGC6881,PN,Cyg,22,4,7.3,13.9
3097,NGC5635,G,Boo,22,23,1.04,13.9
1793,NGC0591,G,And,0,6,7.3,13.9
4560,NGC7780,G,Psc,0,5,5.22,13.91
469,IC1178,G,Her,22,23,1.04,13.92
1321,IC5283,G,Peg,0,4,5.22,13.92
4127,NGC7244,G,Peg,22,4,7.3,13.92
3490,NGC6236,G,Dra,22,6,9.39,13.93
4561,NGC7781,G,Psc,0,5,5.22,13.93
4483,NGC7682,G,Psc,0,4,4.17,13.94
1596,NGC0317B,G,And,23,6,8.35,13.94
1681,NGC0447,G,Psc,0,6,7.3,13.94
693,IC1474,G,Psc,0,4,5.22,13.94
544,IC1254,G,Dra,22,6,9.39,13.95
2692,NGC3220,G,UMa,5,6,1.04,13.95
2177,NGC1144,G,Cet,3,6,3.13,13.96
3162,NGC5780,G,Boo,22,23,1.04,13.96
38,IC0064,G,Psc,0,6,7.3,13.96
2263,NGC1298,G,Eri,4,6,2.09,13.96
3278,NGC5992,G,Boo,22,0,3.13,13.97
3321,NGC6045,G,Her,22,23,1.04,13.97
912,IC1801,G,Ari,1,6,5.22,13.98
4224,NGC7387,G,Peg,23,4,6.26,13.98
4415,NGC7601,G,Peg,0,5,6.26,13.98
2701,NGC3288,G,UMa,22,6,9.39,13.99
3113,NGC5675,G,Boo,22,23,1.04,14.0
679,IC1454,PN,Cep,22,6,9.39,14.0
3503,NGC6251,G,UMi,22,6,9.39,14.0
3238,NGC5929,G,Boo,22,0,3.13,14.0
1085,IC4336,G,CVn,22,23,1.04,14.0
4417,NGC7603,G,Psc,0,4,4.17,14.01
4220,NGC7383,G,Peg,23,4,6.26,14.01
4385,NGC7572,G,Peg,23,5,7.3,14.02
4474,NGC7672,G,Peg,0,5,6.26,14.02
78,IC0115,G,Psc,0,6,6.26,14.03
2941,NGC5283,G,Dra,22,6,9.39,14.05
751,IC1544,G,And,0,6,7.3,14.05
1442,NGC0071,G,And,23,6,8.35,14.09
121,IC0173,G,Cet,2,6,4.17,14.09
40,IC0066,G,Psc,0,6,7.3,14.1
3347,NGC6068A,G,UMi,22,6,9.39,14.1
3593,NGC6376,G,Dra,0,3,4.17,14.1
3921,NGC6882,OCl,Vul,22,3,6.26,14.1
3315,NGC6039,G,Her,22,23,1.04,14.1
311,IC0450,G,Cam,22,6,9.39,14.12
4341,NGC7529,G,Peg,0,5,6.26,14.14
2611,NGC2694,G,UMa,5,6,1.04,14.14
2732,NGC3543,G,UMa,22,6,9.39,14.14
164,IC0214,G,Cet,2,6,4.17,14.16
3265,NGC5974,G,CrB,22,0,2.09,14.16
1388,NGC0002,G,Peg,23,6,8.35,14.17
4121,NGC7240,G,Lac,22,6,9.39,14.17
4367,NGC7557,G,Psc,0,4,5.22,14.17
3333,NGC6054,G,Her,22,23,1.04,14.18
4421,NGC7608,G,Peg,0,5,6.26,14.18
4476,NGC7674,G,Peg,0,5,6.26,14.19
1064,IC2227,G,Lyn,5,6,1.04,14.19
3588,NGC6370,G,Dra,0,3,4.17,14.2
3906,NGC6846,OCl,Cyg,22,3,6.26,14.2
99,IC0142,HII,Tri,0,6,7.3,14.2
4510,NGC7715,G,Psc,0,4,4.17,14.21
236,IC0308,G,Per,0,3,3.13,14.22
4538,NGC7752,G,Peg,23,6,8.35,14.22
1678,NGC0444,G,Psc,0,6,7.3,14.24
352,IC0907,G,UMa,22,0,2.09,14.26
1871,NGC0709,G,And,0,6,7.3,14.26
3264,NGC5972,G,Se1,22,23,1.04,14.27
1639,NGC0386,G,Psc,0,6,7.3,14.28
4423,NGC7609 NED01,G,Peg,0,5,6.26,14.29
1631,NGC0375,G,Psc,0,6,7.3,14.29
3429,NGC6159,G,Her,22,1,4.17,14.3
3472,NGC6211,G,Dra,23,2,4.17,14.3
615,IC1368,G,Aqr,23,2,4.17,14.3
683,IC1460,G,Psc,0,4,5.22,14.3
3320,NGC6044,G,Her,22,23,1.04,14.3
488,IC1194,G,Her,22,23,1.04,14.3
3004,NGC5421,GPair,CVn,22,23,1.04,14.3
4036,NGC7065A,G,Aqr,0,1,2.09,14.32
4430,NGC7615,G,Peg,0,5,6.26,14.32
3117,NGC5682,G,Boo,22,0,2.09,14.34
444,IC1155,G,Se1,22,23,1.04,14.35
178,IC0235,G,Ari,1,6,5.22,14.35
2463,NGC2288,G,Gem,4,6,2.09,14.36
1641,NGC0388,G,Psc,0,6,7.3,14.36
487,IC1193,G,Her,22,23,1.04,14.38
1566,NGC0262,G,And,0,6,7.3,14.38
299,IC0414,G,Ori,5,6,1.04,14.4
727,IC1515,G,Psc,1,4,3.13,14.4
698,IC1481,G,Psc,0,4,5.22,14.4
798,IC1645,G,Psc,0,6,6.26,14.4
3727,NGC6582 NED01,G,Her,0,3,4.17,14.41
4289,NGC7466,G,Peg,22,6,9.39,14.42
481,IC1189,G,Her,22,0,2.09,14.43
1791,NGC0588,HII,Tri,0,6,7.3,14.44
4396,NGC7583,G,Psc,0,4,5.22,14.45
1721,NGC0501,G,Psc,0,6,7.3,14.45
3947,NGC6927,G,Del,22,2,5.22,14.46
3492,NGC6238,G,Dra,23,3,5.22,14.47
1711,NGC0490,G,Psc,1,6,5.22,14.48
1306,IC5243,G,Peg,22,5,8.35,14.49
3619,NGC6418,G,Dra,0,4,5.22,14.5
1441,NGC0070,G,And,23,6,8.35,14.5
3962,NGC6949,G,Cep,22,6,9.39,14.5
706,IC1490,G,Psc,1,4,3.13,14.5
2024,NGC0931,G,Tri,0,6,6.26,14.5
2377,NGC1663,OCl,Ori,4,6,2.09,14.54
502,IC1210,G,Dra,22,3,6.26,14.56
1683,NGC0449,G,Psc,0,6,7.3,14.57
465,IC1173,G,Her,22,23,1.04,14.57
1649,NGC0397,G,Psc,0,6,7.3,14.58
4469,NGC7667,G,Psc,0,4,4.17,14.58
3710,NGC6552,G,Dra,0,6,7.3,14.6
962,IC1867,G,Cet,2,6,4.17,14.6
3334,NGC6055,G,Her,22,23,1.04,14.62
1444,NGC0072A,G,And,23,6,8.35,14.64
472,IC1182,G,Her,22,23,1.04,14.65
4477,NGC7675,G,Peg,0,5,6.26,14.68
450,IC1162,G,Her,22,23,1.04,14.68
482,IC1190,G,Her,22,23,1.04,14.68
4482,NGC7681,G,Peg,23,6,8.35,14.68
4589,NGC7811,G,Psc,0,5,5.22,14.68
476,IC1186,G,Her,22,23,1.04,14.69
2654,NGC2961,G,UMa,22,6,9.39,14.7
3326,NGC6050,G,Her,22,23,1.04,14.71
1440,NGC0069,G,And,23,6,8.35,14.71
1353,IC5337,G,Peg,23,6,8.35,14.72
3299,NGC6022,G,Se1,22,23,1.04,14.72
3267,NGC5976,G,Dra,22,2,5.22,14.77
4375,NGC7562A,G,Psc,0,4,5.22,14.79
471,IC1181,G,Her,22,23,1.04,14.79
2098,NGC1028,G,Ari,2,6,4.17,14.79
1324,IC5287,G,Psc,0,4,4.17,14.8
955,IC1854,G,Ari,1,6,5.22,14.81
4257,NGC7432,G,Peg,23,5,7.3,14.81
90,IC0132,HII,Tri,0,6,7.3,14.82
1480,NGC0118,G,Cet,1,5,4.17,14.83
489,IC1195,G,Her,22,23,1.04,14.83
772,IC1575,G,Cet,2,4,2.09,14.85
1432,NGC0060,G,Psc,1,5,4.17,14.86
486,IC1192,G,Her,22,23,1.04,14.89
1193,IC4590,G,CrB,22,0,2.09,14.9
1331,IC5298,G,Peg,23,6,8.35,14.9
492,IC1198,G,Se1,22,23,1.04,14.94
2089,NGC1019,G,Cet,3,6,3.13,14.95
1097,IC4396,G,Boo,22,23,1.04,14.99
2444,NGC2242,PN,Aur,3,6,3.13,15.0
3473,NGC6212,G,Her,23,1,3.13,15.0
4401,NGC7588,G,Peg,23,5,7.3,15.0
4262,NGC7436A,G,Peg,22,6,9.39,15.0
3637,NGC6446,G,Her,23,1,3.13,15.03
2637,NGC2820A,G,UMa,22,6,9.39,15.04
3118,NGC5683,G,Boo,22,0,2.09,15.04
4183,NGC7333,*,Peg,22,6,9.39,15.1
799,IC1646,G,Psc,0,6,6.26,15.1
1988,NGC0880,G,Cet,3,6,3.13,15.11
2067,NGC0992,G,Ari,1,6,5.22,15.13
2548,NGC2495,G,Lyn,5,6,1.04,15.15
85,IC0123,G,Cet,2,6,4.17,15.16
4338,NGC7525 NED02,G,Peg,23,5,7.3,15.2
2294,NGC1410,G,Tau,4,6,2.09,15.22
509,IC1218,G,Dra,22,5,8.35,15.3
1393,NGC0008,**,Peg,0,6,7.3,15.32
3512,NGC6264,G,Her,22,0,3.13,15.4
3607,NGC6394,G,Dra,0,4,5.22,15.4
270,IC0355,G,Tau,2,6,4.17,15.4
3327,NGC6050B,G,Her,22,23,1.04,15.43
1159,IC4546,G,CrB,22,0,2.09,15.54
4172,NGC7320C,G,Peg,22,6,9.39,15.54
1217,IC4638,G,Her,22,1,4.17,15.54
1352,IC5336 NED02,G,Peg,23,6,8.35,15.59
3623,NGC6423,G,Dra,23,6,8.35,15.6
2564,NGC2537A,G,Lyn,5,6,1.04,15.7
612,IC1365 NED02,G,Equ,23,2,4.17,15.81
3173,NGC5804,G,Boo,22,0,3.13,15.94
1351,IC5336 NED01,G,Peg,23,6,8.35,15.98
92,IC0134,*,Tri,0,6,7.3,15.98
3764,NGC6636 NED02,G,Dra,0,6,7.3,16.0
4178,NGC7327,G,Peg,22,6,9.39,16.1
2708,NGC3392,G,UMa,22,6,9.39,16.11
2926,NGC5216,G,UMa,22,0,3.13,16.14
4424,NGC7609 NED02,G,Peg,0,5,6.26,16.14
2513,NGC2410,G,Gem,5,6,1.04,16.26
1052,IC2204,G,Gem,5,6,1.04,16.26
2284,NGC1346,G,Eri,5,6,1.04,16.39
4323,NGC7509,G,Peg,23,5,7.3,16.47
2503,NGC2387,G,Aur,5,6,1.04,16.5
2943,NGC5290,G,CVn,22,23,1.04,16.5
1973,NGC0856,G,Cet,3,6,3.13,16.54
1841,NGC0671,G,Ari,1,6,5.22,16.71
983,IC1901,G,Per,1,4,3.13,16.76
457,IC1166 NED01,G,CrB,22,0,2.09,16.77
3602,NGC6387,G,Dra,0,3,4.17,16.81
199,IC0264,G,Cet,3,6,3.13,16.88
1141,IC4514,G,Boo,22,23,1.04,16.98
4402,NGC7589,G,Psc,0,4,4.17,17.01
2602,NGC2686A,G,UMa,5,6,1.04,17.12
3520,NGC6275,G,Dra,23,4,6.26,17.37
215,IC0283,G,Cet,4,6,2.09,17.93
3584,NGC6365A,G,Dra,0,4,5.22,17.98
56,IC0088,G,Cet,2,6,4.17,18.07
632,IC1385,G,Aqr,23,2,4.17,18.25
91,IC0133,HII,Tri,0,6,7.3,18.45
1244,IC4850,Nova,Aql,22,0,3.13,20.41
0,IC0001,**,Peg,23,6,8.35,
1,IC0003,G,Psc,1,4,3.13,
2,IC0004,G,Peg,0,6,7.3,
3,IC0006,G,Psc,1,4,3.13,
4,IC0007,G,Psc,0,6,6.26,
5,IC0008,G,Psc,1,4,3.13,
7,IC0011,Dup,Cas,22,6,9.39,
8,IC0012,G,Psc,1,4,3.13,
9,IC0013,G,Psc,0,6,6.26,
10,IC0014,**,Psc,0,6,6.26,
11,IC0015,G,Cet,1,5,4.17,
12,IC0017,G,Cet,1,5,4.17,
13,IC0021,G,Cet,1,5,4.17,
14,IC0024,**,And,23,6,8.35,
15,IC0025,G,Cet,1,5,4.17,
16,IC0029,G,Cet,1,5,4.17,
17,IC0030,G,Cet,1,5,4.17,
18,IC0031,G,Psc,0,6,6.26,
19,IC0032,G,Cet,1,5,4.17,
20,IC0033,G,Cet,1,5,4.17,
21,IC0034,G,Psc,0,6,6.26,
22,IC0035,G,Psc,0,6,6.26,
23,IC0040,G,Cet,1,5,4.17,
25,IC0044,Dup,Cet,1,5,4.17,
26,IC0045,Other,And,0,6,7.3,
27,IC0046,G,And,0,6,7.3,
29,IC0052,G,Psc,1,6,5.22,
30,IC0053,G,Psc,0,6,6.26,
31,IC0054,**,Cet,2,5,3.13,
32,IC0055,G,Psc,1,6,5.22,
33,IC0057,G,Psc,0,6,6.26,
34,IC0059,RfN,Cas,22,6,9.39,
35,IC0061,G,Psc,1,6,5.22,
36,IC0062,G,Psc,0,6,6.26,
37,IC0063,HII,Cas,22,6,9.39,
39,IC0065,G,And,23,6,8.35,
41,IC0067,NonEx,Cet,3,4,1.04,
42,IC0068,NonEx,Cet,3,4,1.04,
43,IC0069,G,Psc,0,6,7.3,
44,IC0070,G,Cet,2,5,3.13,
45,IC0071,*,Cet,3,4,1.04,
46,IC0072,*,Cet,3,4,1.04,
47,IC0073,G,Psc,1,6,5.22,
48,IC0074,G,Psc,1,6,5.22,
49,IC0075,G,Psc,1,6,5.22,
50,IC0076,G,Cet,2,5,3.13,
51,IC0081,G,Cet,2,5,3.13,
52,IC0083,G,Cet,1,6,5.22,
53,IC0084,G,Cet,1,6,5.22,
54,IC0085,*,Cet,2,5,3.13,
55,IC0087,G,Cet,2,6,4.17,
57,IC0089,Dup,Psc,1,6,5.22,
58,IC0090,G,Cet,3,4,1.04,
59,IC0091,G,Cet,1,6,5.22,
60,IC0092,Dup,Psc,0,6,7.3,
61,IC0094,*,Psc,0,6,7.3,
62,IC0096,G,Psc,0,6,7.3,
63,IC0097,Dup,Psc,0,6,6.26,
64,IC0100,G,Cet,3,5,2.09,
65,IC0101,G,Psc,1,6,5.22,
66,IC0102,G,Psc,1,6,5.22,
67,IC0103,G,Cet,2,6,4.17,
68,IC0104,**,Cet,2,5,3.13,
69,IC0105,G,Cet,2,6,4.17,
70,IC0106,Dup,Cet,2,5,3.13,
71,IC0107,G,Psc,0,6,6.26,
72,IC0109,G,Cet,2,6,4.17,
73,IC0110,Other,Psc,0,6,7.3,
74,IC0111,Other,Psc,0,6,7.3,
75,IC0112,G,Psc,1,6,5.22,
76,IC0113,G,Psc,0,6,6.26,
77,IC0114,G,Psc,1,6,5.22,
79,IC0116,G,Cet,3,5,2.09,
80,IC0117,Dup,Cet,2,5,3.13,
81,IC0118,G,Cet,3,5,2.09,
82,IC0119,G,Cet,2,5,3.13,
83,IC0120,G,Cet,2,5,3.13,
84,IC0121,G,Cet,2,6,4.17,
86,IC0124,*,Cet,2,5,3.13,
87,IC0126,G,Cet,2,6,4.17,
89,IC0131,HII,Tri,0,6,7.3,
93,IC0135,HII,Tri,0,6,7.3,
94,IC0136,*Ass,Tri,0,6,7.3,
95,IC0137,*Ass,Tri,0,6,7.3,
96,IC0138,G,Cet,2,6,4.17,
97,IC0139,*Ass,Tri,0,6,7.3,
98,IC0140,*Ass,Tri,0,6,7.3,
100,IC0143,HII,Tri,0,6,7.3,
101,IC0145,G,Cet,2,6,4.17,
102,IC0148,G,Psc,1,6,5.22,
103,IC0150,G,Psc,2,6,4.17,
104,IC0151,Other,Psc,1,6,5.22,
105,IC0152,Other,Psc,1,6,5.22,
106,IC0153,Other,Psc,1,6,5.22,
107,IC0154,G,Psc,1,6,5.22,
108,IC0155,Other,Cas,22,2,5.22,
109,IC0156,G,Psc,1,6,5.22,
110,IC0157,Other,Psc,1,6,5.22,
111,IC0158,G,Cet,3,5,2.09,
112,IC0161,G,Psc,1,6,5.22,
113,IC0162,G,Psc,1,6,5.22,
115,IC0164,G,Cet,3,6,3.13,
116,IC0165,Dup,Tri,0,6,6.26,
119,IC0171,G,Tri,0,6,7.3,
120,IC0172,G,Cet,2,6,4.17,
122,IC0174,G,Psc,2,6,4.17,
123,IC0175,G,Cet,2,6,4.17,
124,IC0176,G,Cet,3,6,3.13,
125,IC0177,G,Cet,2,6,4.17,
128,IC0180,G,Ari,0,6,6.26,
129,IC0181,G,Ari,0,6,6.26,
130,IC0182,G,Psc,2,6,4.17,
131,IC0183,G,Cet,3,5,2.09,
133,IC0185,G,Cet,3,6,3.13,
134,IC0186,GTrpl,Cet,3,6,3.13,
135,IC0186A,G,Cet,3,6,3.13,
136,IC0186B,G,Cet,3,6,3.13,
137,IC0186 NED03,G,Cet,3,6,3.13,
138,IC0187,G,Tri,0,6,6.26,
139,IC0188,G,Tri,0,6,6.26,
140,IC0189,G,Ari,0,6,6.26,
141,IC0190,G,Ari,0,6,6.26,
142,IC0191,Dup,Ari,1,6,5.22,
143,IC0192,G,Ari,1,6,5.22,
144,IC0193,G,Ari,1,6,5.22,
145,IC0194,G,Psc,2,6,4.17,
147,IC0196,G,Ari,1,6,5.22,
148,IC0197,G,Psc,2,6,4.17,
149,IC0198,G,Psc,2,6,4.17,
150,IC0199,G,Psc,2,6,4.17,
152,IC0201,G,Cet,2,6,4.17,
153,IC0202,G,Cet,2,6,4.17,
154,IC0203,G,Cet,2,6,4.17,
155,IC0204,G,Cet,3,6,3.13,
156,IC0205,G,Cet,3,6,3.13,
157,IC0206,G,Cet,4,5,1.04,
158,IC0207,G,Cet,4,5,1.04,
159,IC0208,G,Cet,2,6,4.17,
160,IC0209,G,Cet,4,5,1.04,
161,IC0211,G,Cet,2,6,4.17,
162,IC0212,G,Ari,1,6,5.22,
165,IC0215,G,Cet,4,5,1.04,
166,IC0216,G,Cet,3,6,3.13,
167,IC0218,G,Cet,3,6,3.13,
168,IC0219,G,Cet,4,5,1.04,
169,IC0221,G,Tri,0,6,6.26,
170,IC0222,G,Ari,2,6,4.17,
171,IC0225,G,Cet,3,6,3.13,
172,IC0226,G,Tri,0,6,6.26,
173,IC0227,G,Tri,0,6,6.26,
174,IC0231,G,Cet,3,6,3.13,
175,IC0232,G,Cet,3,6,3.13,
176,IC0233,G,Cet,3,6,3.13,
177,IC0234,G,Cet,3,6,3.13,
179,IC0236,G,Cet,3,6,3.13,
180,IC0237,G,Cet,3,6,3.13,
181,IC0238,G,Ari,2,6,4.17,
183,IC0240,Other,Per,0,3,3.13,
184,IC0241,G,Cet,3,6,3.13,
185,IC0242,**,Cet,4,6,2.09,
186,IC0243,G,Cet,4,6,2.09,
187,IC0244,G,Cet,3,6,3.13,
188,IC0246,G,Cet,3,6,3.13,
189,IC0248,G,Ari,1,6,5.22,
190,IC0249,Dup,Cet,4,6,2.09,
191,IC0255,G,Ari,2,6,4.17,
192,IC0256,G,Per,0,3,4.17,
194,IC0258,G,Per,0,3,3.13,
195,IC0259,G,Per,0,3,3.13,
196,IC0260,G,Per,0,3,4.17,
197,IC0262,G,Per,0,3,3.13,
198,IC0263,G,Cet,3,6,3.13,
200,IC0265,G,Per,0,3,3.13,
201,IC0266,G,Per,0,3,3.13,
203,IC0273,G,Cet,3,6,3.13,
204,IC0274,Other,Per,0,3,3.13,
205,IC0275,GTrpl,Per,0,3,3.13,
206,IC0275 NED01,G,Per,0,3,3.13,
207,IC0275 NED02,G,Per,0,3,3.13,
208,IC0275 NED03,G,Per,0,3,3.13,
210,IC0278,G,Per,0,3,3.13,
211,IC0279,G,Ari,2,6,4.17,
212,IC0280,Other,Per,0,3,3.13,
213,IC0281,Dup,Per,0,3,3.13,
214,IC0282,Dup,Per,0,3,3.13,
217,IC0286,Other,Eri,5,6,1.04,
218,IC0288,G,Per,0,3,3.13,
220,IC0290,G,Per,0,3,3.13,
222,IC0293,G,Per,0,3,3.13,
223,IC0294,G,Per,0,3,3.13,
224,IC0295,Other,Per,0,3,3.13,
225,IC0296,Other,Per,0,3,3.13,
226,IC0297,**,Per,0,3,3.13,
227,IC0298,GPair,Cet,3,6,3.13,
228,IC0298A,G,Cet,3,6,3.13,
229,IC0298B,G,Cet,3,6,3.13,
230,IC0300,G,Per,0,3,3.13,
231,IC0301,G,Per,0,3,3.13,
233,IC0304,G,Per,0,4,4.17,
234,IC0305,G,Per,0,4,4.17,
235,IC0307,G,Cet,4,6,2.09,
237,IC0309,G,Per,0,3,3.13,
239,IC0311,G,Per,0,4,4.17,
240,IC0312,G,Per,0,3,3.13,
241,IC0313,G,Per,0,3,3.13,
242,IC0314,Dup,Eri,4,6,2.09,
243,IC0315,G,Cet,3,6,3.13,
244,IC0316,GPair,Per,0,3,3.13,
245,IC0316 NED01,G,Per,0,3,3.13,
246,IC0316 NED02,G,Per,0,3,3.13,
247,IC0319,*,Per,0,4,4.17,
248,IC0320,G,Per,0,4,4.17,
249,IC0322,G,Tau,3,6,3.13,
250,IC0323,Other,Per,0,4,4.17,
251,IC0325,G,Eri,5,6,1.04,
252,IC0329,G,Tau,4,6,2.09,
253,IC0330,G,Tau,4,6,2.09,
254,IC0331,G,Tau,4,6,2.09,
255,IC0332,G,Tau,4,6,2.09,
256,IC0333,Other,Eri,5,6,1.04,
258,IC0336,Neb,Tau,2,6,4.17,
259,IC0337,Other,Eri,5,6,1.04,
260,IC0338,G,Tau,4,6,2.09,
261,IC0341,Neb,Tau,2,6,4.17,
262,IC0342,G,Cam,22,4,7.3,
263,IC0344,G,Eri,5,6,1.04,
264,IC0347,G,Eri,5,6,1.04,
265,IC0348,Cl+N,Per,1,5,4.17,
266,IC0349,RfN,Tau,2,6,4.17,
268,IC0353,Neb,Tau,2,6,4.17,
269,IC0354,Neb,Tau,2,6,4.17,
272,IC0357,G,Tau,2,6,4.17,
273,IC0358,G,Tau,3,6,3.13,
274,IC0359,G,Tau,2,6,4.17,
275,IC0359A,RfN,Tau,2,6,4.17,
276,IC0360,Neb,Tau,2,6,4.17,
278,IC0363,G,Tau,4,6,2.09,
279,IC0364,G,Tau,4,6,2.09,
280,IC0365,G,Tau,4,6,2.09,
281,IC0366,G,Tau,4,6,2.09,
282,IC0371,*,Eri,5,6,1.04,
283,IC0374,G,Tau,3,6,3.13,
284,IC0381,Dup,Cam,22,6,9.39,
285,IC0383,G,Tau,4,6,2.09,
287,IC0392,G,Ori,5,6,1.04,
288,IC0395,Dup,Ori,5,6,1.04,
289,IC0396,G,Cam,22,5,8.35,
290,IC0397,Other,Aur,2,5,3.13,
291,IC0403,Other,Aur,2,5,3.13,
292,IC0404,G,Ori,5,6,1.04,
293,IC0405,Neb,Aur,3,6,3.13,
294,IC0406,Other,Aur,2,5,3.13,
295,IC0409,GPair,Ori,5,6,1.04,
296,IC0410,Neb,Aur,3,6,3.13,
297,IC0412,G,Ori,5,6,1.04,
298,IC0413,G,Ori,5,6,1.04,
300,IC0417,HII,Aur,3,6,3.13,
301,IC0419,Other,Aur,3,6,3.13,
302,IC0425,Other,Aur,3,6,3.13,
303,IC0436,Other,Aur,3,6,3.13,
304,IC0439,Other,Aur,4,6,2.09,
305,IC0440,G,Cam,22,6,9.39,
306,IC0442,G,Cam,22,6,9.39,
307,IC0443,SNR,Gem,5,6,1.04,
308,IC0444,RfN,Gem,4,6,2.09,
309,IC0445,G,Cam,0,6,7.3,
310,IC0449,G,Cam,22,6,9.39,
